código de la entrevista,cantidad de personas entrevistadas,Macroterritorio donde se realiza la entrevista,Territorio donde se realiza la entrevista,Mes de la entrevista,Departamento donde se realiza la entrevista,Municipio donde se realiza la entrevista,"Hechos, año de inicio","Hecho, año de finalización",Sector con el que se puede identificar las víctimas del relato,Tipo de entrevista,Entrevista transcrita?,Entrevista etiquetada?,De interés para: Esclarecimiento,De interés para: Reconocimiento,De interés para: Convivencia,De interés para: No Repetición,De interés para: Enfoque de género,De interés para: Psicosocial,De interés para: Curso de Vida,De interés para: Dirección de investigación,De interés para: Territorios,De interés para: Dirección étnica,De interés para: Comisionados,De interés para: Estrategia - Arte,De interés para: Estrategia - Comunicación,De interés para: Estrategia - Participación,De interés para: Estrategia - Pedagogía,De interés para: Grupo de Acceso a la información,De interés para: Presidencia,De interés para: Otros,De interés para: Enlace interinstitucional,De interés para: SIM,De interés para el área: Pueblos Étnicos,De interés para el área: Diálogo social,De interés para el área: Género,De interés para el área: Enfoque psico social,De interés para el área: Curso de Vida,De interés para el área: Núcleo 1,De interés para el área: Núcleo 2,De interés para el área: Núcleo 3,De interés para el área: Núcleo 4,De interés para el área: Núcleo 5,De interés para el área: Núcleo 6,De interés para el área: Núcleo 7,De interés para el área: Núcleo 8,De interés para el área: Núcleo 9,De interés para el área: Núcleo 10,Coincide con el mandato 01,Coincide con el mandato 02,Coincide con el mandato 03,Coincide con el mandato 04,Coincide con el mandato 05,Coincide con el mandato 06,Coincide con el mandato 07,Coincide con el mandato 08,Coincide con el mandato 09,Coincide con el mandato 10,Coincide con el mandato 11,Coincide con el mandato 12,Coincide con el mandato 13,Transcripción Anomizada?,url transcipción anonimizada
1286-PR-03443,1,Dirección de Pueblos Étnicos,Dirección de Pueblos Étnicos,2021-08,LA GUAJIRA,URIBIA,PR: No Aplica,PR: No Aplica,Comunidad indígena,PR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,,
1286-PR-03444,1,Dirección de Pueblos Étnicos,Dirección de Pueblos Étnicos,2021-08,LA GUAJIRA,URIBIA,PR: No Aplica,PR: No Aplica,Comunidad indígena,PR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,,
1286-PR-03445,1,Dirección de Pueblos Étnicos,Dirección de Pueblos Étnicos,2021-08,LA GUAJIRA,URIBIA,PR: No Aplica,PR: No Aplica,Comunidad indígena,PR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,,
1286-PR-03449,1,Dirección de Pueblos Étnicos,Dirección de Pueblos Étnicos,2021-08,LA GUAJIRA,MAICAO,PR: No Aplica,PR: No Aplica,Comunidad indígena,PR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,,
1289-PR-03216,1,Internacional,Suramérica,2021-04,[Internacional],Brasil,PR: No Aplica,PR: No Aplica,Mujeres,PR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,,
1302-PR-03581,1,Bogotá,Bogotá,2022-04,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",PR: No Aplica,PR: No Aplica,Otros,PR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,
130-PR-00122,1,Equipo Nacional / Sede Central,Macroterritorial Equipo Nacional / Sede Central,2019-10,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",PR: No Aplica,PR: No Aplica,Académicos,PR,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,,
130-PR-02772,1,Equipo Nacional / Sede Central,Dirección de conocimiento,2020-07,CÓRDOBA,COTORRA,PR: No Aplica,PR: No Aplica,Otros,PR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,,
130-PR-02773,1,Equipo Nacional / Sede Central,Dirección de conocimiento,2020-07,CESAR,AGUSTÍN CODAZZI,PR: No Aplica,PR: No Aplica,Otros,PR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,,
1310-PR-03292,1,Pacífico,Macroterritorial Pacífico,2021-06,CAUCA,GUAPÍ,PR: No Aplica,PR: No Aplica,Organizaciones de víctimas,PR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,,
1310-PR-03313,1,Pacífico,Macroterritorial Pacífico,2021-07,CAUCA,GUAPÍ,PR: No Aplica,PR: No Aplica,Organizaciones de víctimas,PR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,,
1310-PR-03314,1,Pacífico,Macroterritorial Pacífico,2021-06,CAUCA,GUAPÍ,PR: No Aplica,PR: No Aplica,Organizaciones de víctimas,PR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,,
1310-PR-03316,1,Pacífico,Macroterritorial Pacífico,2021-06,CAUCA,GUAPÍ,PR: No Aplica,PR: No Aplica,Organizaciones de víctimas,PR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,,
1311-PR-03268,1,Dirección de Pueblos Étnicos,Dirección de Pueblos Étnicos,2021-06,CAQUETÁ,MILÁN,PR: No Aplica,PR: No Aplica,Comunidad indígena,PR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,,
1311-PR-03269,1,Dirección de Pueblos Étnicos,Dirección de Pueblos Étnicos,2021-06,CAQUETÁ,MILÁN,PR: No Aplica,PR: No Aplica,Comunidad indígena,PR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,,
1311-PR-03270,1,Dirección de Pueblos Étnicos,Dirección de Pueblos Étnicos,2021-06,CAQUETÁ,MILÁN,PR: No Aplica,PR: No Aplica,Comunidad indígena,PR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,,
132-PR-00286,1,Centroandina,Ibagué,2019-07,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",PR: No Aplica,PR: No Aplica,Académicos,PR,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,,
1344-PR-03523,1,Nororiente,Cucuta,2019-10,NORTE DE SANTANDER,SAN JOSÉ DE CÚCUTA,PR: No Aplica,PR: No Aplica,Ex combatientes ,PR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,,
134-PR-02945,1,Nororiente,Cucuta,2020-08,NORTE DE SANTANDER,SAN JOSÉ DE CÚCUTA,PR: No Aplica,PR: No Aplica,Organizaciones de víctimas,PR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,
134-PR-02972,1,Nororiente,Cucuta,2020-10,TOLIMA,IBAGUÉ,PR: No Aplica,PR: No Aplica,Fuerza Pública,PR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,
134-PR-03321,1,Nororiente,Cucuta,2021-03,NORTE DE SANTANDER,SAN JOSÉ DE CÚCUTA,PR: No Aplica,PR: No Aplica,Ex combatientes ,PR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,
140-PR-00528,1,Centroandina,Neiva,2020-01,HUILA,PITALITO,PR: No Aplica,PR: No Aplica,Políticos,PR,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,Si,http://archivo.comisiondelaverdad.co/explora/detalle/140-PR-00528
140-PR-00548,1,Centroandina,Neiva,2019-10,HUILA,NEIVA,PR: No Aplica,PR: No Aplica,Políticos,PR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,,
140-PR-00808,1,Centroandina,Neiva,2020-06,HUILA,NEIVA,PR: No Aplica,PR: No Aplica,Empresarios,PR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,
140-PR-02167,1,Centroandina,Neiva,2020-07,ANTIOQUIA,BELLO,PR: No Aplica,PR: No Aplica,Académicos,PR,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,
140-PR-02556,1,Centroandina,Neiva,2020-07,HUILA,ACEVEDO,PR: No Aplica,PR: No Aplica,Periodistas,PR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,,
140-PR-02560,1,Centroandina,Neiva,2020-07,HUILA,ACEVEDO,PR: No Aplica,PR: No Aplica,Religiosos,PR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,,
140-PR-02668,1,Centroandina,Neiva,2020-07,HUILA,NEIVA,PR: No Aplica,PR: No Aplica,Políticos,PR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,
140-PR-02998,1,Centroandina,Neiva,2021-02,HUILA,RIVERA,PR: No Aplica,PR: No Aplica,Académicos,PR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,,
140-PR-03062,1,Centroandina,Macroterritorial Centroandina,2021-03,CUNDINAMARCA,GUTIÉRREZ,PR: No Aplica,PR: No Aplica,Campesinos,PR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,,
140-PR-03063,1,Centroandina,Macroterritorial Centroandina,2021-03,CUNDINAMARCA,GUTIÉRREZ,PR: No Aplica,PR: No Aplica,Campesinos,PR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,,
140-PR-03070,1,Centroandina,Macroterritorial Centroandina,2021-03,CUNDINAMARCA,GUTIÉRREZ,PR: No Aplica,PR: No Aplica,Campesinos,PR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,,
140-PR-03076,1,Centroandina,Macroterritorial Centroandina,2021-03,CUNDINAMARCA,GUTIÉRREZ,PR: No Aplica,PR: No Aplica,Campesinos,PR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,,
140-PR-03151,1,Centroandina,Macroterritorial Centroandina,2021-03,HUILA,NEIVA,PR: No Aplica,PR: No Aplica,Organizaciones de víctimas,PR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,,
140-PR-03152,1,Centroandina,Ibagué,2021-04,TOLIMA,IBAGUÉ,PR: No Aplica,PR: No Aplica,Otros,PR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,,
1426-PR-03543,1,Pacífico,Quibdó,2021-09,CHOCÓ,ALTO BAUDÓ,PR: No Aplica,PR: No Aplica,"Afrocolombianos, negros, raizal, palenquero",PR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,,
1426-PR-03544,1,Antioquia y Eje Cafetero,Medellín,2021-09,ANTIOQUIA,MEDELLÍN,PR: No Aplica,PR: No Aplica,"Afrocolombianos, negros, raizal, palenquero",PR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,,
1426-PR-03545,1,Pacífico,Quibdó,2021-09,CHOCÓ,ALTO BAUDÓ,PR: No Aplica,PR: No Aplica,"Afrocolombianos, negros, raizal, palenquero",PR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,,
1426-PR-03549,1,Dirección de Pueblos Étnicos,Dirección de Pueblos Étnicos,2022-03,LA GUAJIRA,DIBULLA,PR: No Aplica,PR: No Aplica,"Afrocolombianos, negros, raizal, palenquero",PR,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,
1426-PR-03550,1,Dirección de Pueblos Étnicos,Dirección de Pueblos Étnicos,2022-03,LA GUAJIRA,MAICAO,PR: No Aplica,PR: No Aplica,"Afrocolombianos, negros, raizal, palenquero",PR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,,
1426-PR-03551,1,Dirección de Pueblos Étnicos,Dirección de Pueblos Étnicos,2022-03,LA GUAJIRA,DIBULLA,PR: No Aplica,PR: No Aplica,"Afrocolombianos, negros, raizal, palenquero",PR,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,,
1426-PR-03552,1,Dirección de Pueblos Étnicos,Dirección de Pueblos Étnicos,2022-03,LA GUAJIRA,MAICAO,PR: No Aplica,PR: No Aplica,"Afrocolombianos, negros, raizal, palenquero",PR,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,,
1426-PR-03554,1,Dirección de Pueblos Étnicos,Dirección de Pueblos Étnicos,2021-11,CHOCÓ,EL LITORAL DEL SAN JUAN,PR: No Aplica,PR: No Aplica,"Afrocolombianos, negros, raizal, palenquero",PR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,,
1426-PR-03555,1,Dirección de Pueblos Étnicos,Dirección de Pueblos Étnicos,2021-11,CHOCÓ,EL LITORAL DEL SAN JUAN,PR: No Aplica,PR: No Aplica,"Afrocolombianos, negros, raizal, palenquero",PR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,,
1426-PR-03557,1,Dirección de Pueblos Étnicos,Dirección de Pueblos Étnicos,2021-11,CHOCÓ,EL LITORAL DEL SAN JUAN,PR: No Aplica,PR: No Aplica,"Afrocolombianos, negros, raizal, palenquero",PR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,,
1426-PR-03561,1,Dirección de Pueblos Étnicos,Dirección de Pueblos Étnicos,2022-03,MAGDALENA,SANTA MARTA,PR: No Aplica,PR: No Aplica,"Afrocolombianos, negros, raizal, palenquero",PR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,
1426-PR-03562,1,Dirección de Pueblos Étnicos,Dirección de Pueblos Étnicos,2022-04,ATLÁNTICO,BARRANQUILLA,PR: No Aplica,PR: No Aplica,"Afrocolombianos, negros, raizal, palenquero",PR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,,
1426-PR-03563,1,Dirección de Pueblos Étnicos,Dirección de Pueblos Étnicos,2022-04,ATLÁNTICO,BARRANQUILLA,PR: No Aplica,PR: No Aplica,"Afrocolombianos, negros, raizal, palenquero",PR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,
1426-PR-03606,1,Dirección de Pueblos Étnicos,Dirección de Pueblos Étnicos,2022-04,MAGDALENA,SANTA MARTA,PR: No Aplica,PR: No Aplica,Comunidad indígena,PR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,,
1426-PR-03607,1,Dirección de Pueblos Étnicos,Dirección de Pueblos Étnicos,2022-04,LA GUAJIRA,DIBULLA,PR: No Aplica,PR: No Aplica,Comunidad indígena,PR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,
1426-PR-03608,1,Dirección de Pueblos Étnicos,Dirección de Pueblos Étnicos,2022-04,MAGDALENA,SANTA MARTA,PR: No Aplica,PR: No Aplica,Comunidad indígena,PR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,,
1426-PR-03609,1,Dirección de Pueblos Étnicos,Dirección de Pueblos Étnicos,2022-04,MAGDALENA,SANTA MARTA,PR: No Aplica,PR: No Aplica,Comunidad indígena,PR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,,
142-PR-00019,1,Equipo Nacional / Sede Central,Macroterritorial Equipo Nacional / Sede Central,2019-08,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",PR: No Aplica,PR: No Aplica,Actores armados,PR,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,1,0,0,1,0,0,,
142-PR-00073,1,Equipo Nacional / Sede Central,Macroterritorial Equipo Nacional / Sede Central,2019-07,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",PR: No Aplica,PR: No Aplica,Políticos,PR,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,1,1,1,0,0,1,0,1,0,1,0,0,,
142-PR-00169,1,Equipo Nacional / Sede Central,Macroterritorial Equipo Nacional / Sede Central,2019-10,CÓRDOBA,MONTERÍA,PR: No Aplica,PR: No Aplica,Políticos,PR,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,1,0,0,0,0,,
142-PR-00170,1,Equipo Nacional / Sede Central,Macroterritorial Equipo Nacional / Sede Central,2019-11,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",PR: No Aplica,PR: No Aplica,Actores armados,PR,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,
142-PR-00171,1,Equipo Nacional / Sede Central,Macroterritorial Equipo Nacional / Sede Central,2019-11,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",PR: No Aplica,PR: No Aplica,Actores armados,PR,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,
142-PR-00225,1,Equipo Nacional / Sede Central,Macroterritorial Equipo Nacional / Sede Central,2019-12,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",PR: No Aplica,PR: No Aplica,Actores armados,PR,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,,
142-PR-00245,1,Equipo Nacional / Sede Central,Macroterritorial Equipo Nacional / Sede Central,2019-12,ANTIOQUIA,MEDELLÍN,PR: No Aplica,PR: No Aplica,Actores armados,PR,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,1,1,0,1,0,0,1,1,0,0,0,0,,
142-PR-00398,1,Equipo Nacional / Sede Central,Equipo de apoyo a entrevistas,2020-02,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",PR: No Aplica,PR: No Aplica,Fuerza Pública,PR,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,1,1,0,1,0,1,1,1,0,1,0,0,Si,http://archivo.comisiondelaverdad.co/explora/detalle/142-PR-00398
142-PR-00512,1,Equipo Nacional / Sede Central,Equipo de apoyo a entrevistas,2019-11,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",PR: No Aplica,PR: No Aplica,Fuerza Pública,PR,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,,
142-PR-00535,1,Equipo Nacional / Sede Central,Equipo de apoyo a entrevistas,2019-11,CESAR,VALLEDUPAR,PR: No Aplica,PR: No Aplica,Otros,PR,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,,
142-PR-00551,1,Equipo Nacional / Sede Central,Equipo de apoyo a entrevistas,2019-10,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",PR: No Aplica,PR: No Aplica,Empresarios,PR,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,,
142-PR-00554,1,Equipo Nacional / Sede Central,Equipo de apoyo a entrevistas,2020-02,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",PR: No Aplica,PR: No Aplica,Fuerza Pública,PR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,,
142-PR-00578,1,Equipo Nacional / Sede Central,Equipo de apoyo a entrevistas,2020-04,ANTIOQUIA,BELLO,PR: No Aplica,PR: No Aplica,Fuerza Pública,PR,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,
142-PR-00629,1,Caribe e Insular,Valledupar,2020-02,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",PR: No Aplica,PR: No Aplica,Políticos,PR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,,
142-PR-00630,1,Equipo Nacional / Sede Central,Equipo de apoyo a entrevistas,2020-02,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",PR: No Aplica,PR: No Aplica,Políticos,PR,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,,
