001-PR-00679.txt: ([('NEG', 0.5070552585219643), ('NEU', 0.4826250211043917), ('POS', 0.010319720373643957)])
400-VI-00004.txt: ([('NEG', 0.5683945895920479), ('NEU', 0.43160541040795203), ('POS', 0.0)])
401-PR-00040.txt: ([('NEG', 0.6488330522882125), ('NEU', 0.3104673877847671), ('POS', 0.040699559927020304)])
401-PR-00072.txt: ([('NEG', 0.5728802498347537), ('NEU', 0.40457454362156964), ('POS', 0.022545206543676623)])
401-PR-00375.txt: ([('NEG', 0.4585455640575288), ('NEU', 0.5283352563569256), ('POS', 0.013119179585545678)])
401-PR-00659.txt: ([('NEG', 0.4278240779334536), ('NEU', 0.5455003135297913), ('POS', 0.02667560853675498)])
402-AA-00001.txt: ([('NEG', 0.4836007237778507), ('NEU', 0.5080696927570381), ('POS', 0.008329583465111314)])
402-PR-00163.txt: ([('NEG', 0.5378918969353341), ('NEU', 0.44624097858743894), ('POS', 0.01586712447722692)])
402-PR-00605.txt: ([('NEG', 0.504248379211146), ('NEU', 0.4667219070635714), ('POS', 0.029029713725282597)])
402-PR-00871.txt: ([('NEG', 0.2494512198944945), ('NEU', 0.7077990248938002), ('POS', 0.04274975521170534)])
403-VI-00001.txt: ([('NEG', 0.6831561291870911), ('NEU', 0.2997060953209202), ('POS', 0.017137775491988656)])
403-VI-00003.txt: ([('NEG', 0.5742571372179728), ('NEU', 0.4091338288981133), ('POS', 0.0166090338839139)])
403-VI-00005.txt: ([('NEG', 0.5030523419352756), ('NEU', 0.46510183393224386), ('POS', 0.031845824132480535)])
403-VI-00011.txt: ([('NEG', 0.5566426697544465), ('NEU', 0.432028055222241), ('POS', 0.011329275023312421)])
403-VI-00014.txt: ([('NEG', 0.587802199313338), ('NEU', 0.3931632906708785), ('POS', 0.019034510015783455)])
403-VI-00015.txt: ([('NEG', 0.5254449178770947), ('NEU', 0.4445516531125327), ('POS', 0.030003429010372642)])
406-VI-00001.txt: ([('NEG', 0.5718572704915078), ('NEU', 0.39235260784769743), ('POS', 0.03579012166079478)])
408-VI-00001.txt: ([('NEG', 0.37046997644555807), ('NEU', 0.5812647326232029), ('POS', 0.04826529093123906)])
410-PR-00065.txt: ([('NEG', 0.33119384716452216), ('NEU', 0.6346389261163611), ('POS', 0.03416722671911671)])
410-PR-00114.txt: ([('NEG', 0.43740027345649185), ('NEU', 0.49740608048171686), ('POS', 0.06519364606179127)])
410-PR-00660.txt: ([('NEG', 0.34816214421239927), ('NEU', 0.555002237502922), ('POS', 0.09683561828467876)])
410-PR-00733.txt: ([('NEG', 0.3222522523567541), ('NEU', 0.54467722276117), ('POS', 0.13307052488207585)])
410-VI-00001.txt: ([('NEG', 0.3958424826031461), ('NEU', 0.5476618861755005), ('POS', 0.0564956312213534)])
411-PR-00278.txt: ([('NEG', 0.3622540668660985), ('NEU', 0.5903423416981114), ('POS', 0.047403591435790066)])
411-PR-00306.txt: ([('NEG', 0.4094536586474275), ('NEU', 0.5515863253197382), ('POS', 0.038960016032834326)])
411-PR-00309.txt: ([('NEG', 0.521814370916906), ('NEU', 0.42065244415068553), ('POS', 0.05753318493240848)])
411-VI-00001.txt: ([('NEG', 0.45994342197479743), ('NEU', 0.49489189414079277), ('POS', 0.04516468388440981)])
411-VI-00002.txt: ([('NEG', 0.4502013644068183), ('NEU', 0.4563413693330085), ('POS', 0.0934572662601732)])
412-VI-00001.txt: ([('NEG', 0.5519854457349102), ('NEU', 0.41739593700289696), ('POS', 0.03061861726219294)])
412-VI-00002.txt: ([('NEG', 0.43119225913549064), ('NEU', 0.5209947684276253), ('POS', 0.047812972436884066)])
412-VI-00010.txt: ([('NEG', 0.525489092279501), ('NEU', 0.45541642649424524), ('POS', 0.01909448122625375)])
412-VI-00015.txt: ([('NEG', 0.5259885940760117), ('NEU', 0.4387137442156513), ('POS', 0.03529766170833699)])
414-AA-00001.txt: ([('NEG', 0.437375706764625), ('NEU', 0.515157587789828), ('POS', 0.04746670544554692)])
414-AA-00002.txt: ([('NEG', 0.40069397650046706), ('NEU', 0.574626640553548), ('POS', 0.024679382945984932)])
414-CO-00091.txt: ([('NEG', 0.31435064457723155), ('NEU', 0.6696757949841184), ('POS', 0.015973560438649944)])
415-VI-00001.txt: ([('NEG', 0.6195652244436669), ('NEU', 0.34913773175086743), ('POS', 0.03129704380546567)])
415-VI-00002.txt: ([('NEG', 0.48043330427597625), ('NEU', 0.5195666957240238), ('POS', 0.0)])
415-VI-00004.txt: ([('NEG', 0.41330653070452933), ('NEU', 0.5675725635152707), ('POS', 0.019120905780199957)])
416-VI-00001.txt: ([('NEG', 0.41819303367231625), ('NEU', 0.5755583622801529), ('POS', 0.006248604047530796)])
417-CO-00080.txt: ([('NEG', 0.4676712942074961), ('NEU', 0.5145269857844968), ('POS', 0.017801720008007067)])
417-VI-00001.txt: ([('NEG', 0.5358078793180728), ('NEU', 0.453334836456898), ('POS', 0.01085728422502916)])
417-VI-00002.txt: ([('NEG', 0.3494591580343174), ('NEU', 0.6004748922739538), ('POS', 0.05006594969172884)])
417-VI-00003.txt: ([('NEG', 0.6099109073333526), ('NEU', 0.336969902423886), ('POS', 0.05311919024276135)])
418-CO-00369.txt: ([('NEG', 0.5658106488213108), ('NEU', 0.41599631616182436), ('POS', 0.01819303501686484)])
418-VI-00004.txt: ([('NEG', 0.6176040594680311), ('NEU', 0.3823959405319689), ('POS', 0.0)])
419-VI-00001.txt: ([('NEG', 0.5243229723881832), ('NEU', 0.4488020705507527), ('POS', 0.02687495706106413)])
419-VI-00011.txt: ([('NEG', 0.4981986513980044), ('NEU', 0.45118317253877976), ('POS', 0.0506181760632158)])
419-VI-00038.txt: ([('NEG', 0.5937695749433193), ('NEU', 0.40623042505668067), ('POS', 0.0)])
419-VI-00041.txt: ([('NEG', 0.48696738656317173), ('NEU', 0.5130326134368283), ('POS', 0.0)])
419-VI-00067.txt: ([('NEG', 0.45070494810000605), ('NEU', 0.549295051899994), ('POS', 0.0)])
419-VI-00075.txt: ([('NEG', 0.6681077997564572), ('NEU', 0.3209550930439648), ('POS', 0.010937107199577982)])
421-VI-00009.txt: ([('NEG', 0.5561282979395358), ('NEU', 0.41392945374852785), ('POS', 0.029942248311936384)])
421-VI-00017.txt: ([('NEG', 0.5643843158675718), ('NEU', 0.39836753969499233), ('POS', 0.03724814443743591)])
424-VI-00001.txt: ([('NEG', 0.5161055296491093), ('NEU', 0.44107112559779504), ('POS', 0.04282334475309569)])
425-VI-00001.txt: ([('NEG', 0.4863699866648216), ('NEU', 0.49328903713031486), ('POS', 0.020340976204863578)])
425-VI-00004.txt: ([('NEG', 0.29763679273831123), ('NEU', 0.685551003967835), ('POS', 0.01681220329385381)])
425-VI-00008.txt: ([('NEG', 0.3412509176946017), ('NEU', 0.6587490823053983), ('POS', 0.0)])
425-VI-00010.txt: ([('NEG', 0.46802448801020147), ('NEU', 0.5069725093413794), ('POS', 0.025003002648419207)])
426-VI-00003.txt: ([('NEG', 0.4708465274023194), ('NEU', 0.48725671668156423), ('POS', 0.041896755916116385)])
426-VI-00019.txt: ([('NEG', 0.5117103451094047), ('NEU', 0.47786798353354193), ('POS', 0.010421671357053422)])
427-CO-00208.txt: ([('NEG', 0.4763540521067899), ('NEU', 0.49374368506734645), ('POS', 0.02990226282586368)])
427-PR-00209.txt: ([('NEG', 0.3720649827260945), ('NEU', 0.5688592181455383), ('POS', 0.05907579912836718)])
427-VI-00013.txt: ([('NEG', 0.43498076489631604), ('NEU', 0.565019235103684), ('POS', 0.0)])
427-VI-00014.txt: ([('NEG', 0.382008314717284), ('NEU', 0.537968173592069), ('POS', 0.08002351169064686)])
427-VI-00021.txt: ([('NEG', 0.5027655170646692), ('NEU', 0.3980746746436166), ('POS', 0.09915980829171414)])
428-AA-00428.txt: ([('NEG', 0.6387443119329927), ('NEU', 0.36125568806700725), ('POS', 0.0)])
429-CO-00338.txt: ([('NEG', 0.4300182909694658), ('NEU', 0.5163031589007114), ('POS', 0.0536785501298228)])
429-PR-00389.txt: ([('NEG', 0.6151315430388634), ('NEU', 0.3796479426568247), ('POS', 0.005220514304311859)])
429-PR-00454.txt: ([('NEG', 0.4253593188677505), ('NEU', 0.5672125370387626), ('POS', 0.007428144093486825)])
429-PR-00458.txt: ([('NEG', 0.5648308572874868), ('NEU', 0.430579176753704), ('POS', 0.004589965958809239)])
429-PR-00881.txt: ([('NEG', 0.3571115740860708), ('NEU', 0.6013176399305783), ('POS', 0.04157078598335087)])
429-PR-02448.txt: ([('NEG', 0.6398624873952583), ('NEU', 0.35083898461762125), ('POS', 0.009298527987120482)])
429-PR-02593.txt: ([('NEG', 0.43327075397375925), ('NEU', 0.5495572346287984), ('POS', 0.017172011397442365)])
429-VI-00011.txt: ([('NEG', 0.5005871719962263), ('NEU', 0.49410673440199643), ('POS', 0.0053060936017773775)])
430-VI-00001.txt: ([('NEG', 0.5196180551226683), ('NEU', 0.4325376997943678), ('POS', 0.04784424508296384)])
430-VI-00002.txt: ([('NEG', 0.5206135041677725), ('NEU', 0.47347169036235787), ('POS', 0.005914805469869671)])
431-EE-00129.txt: ([('NEG', 0.6466168079164674), ('NEU', 0.3395178847884698), ('POS', 0.013865307295062834)])
431-PR-00056.txt: ([('NEG', 0.7086285865901331), ('NEU', 0.2428019925792887), ('POS', 0.04856942083057821)])
431-PR-00066.txt: ([('NEG', 0.6585552542533503), ('NEU', 0.33127615998335064), ('POS', 0.010168585763299117)])
431-PR-00067.txt: ([('NEG', 0.509954601119972), ('NEU', 0.4392678918295973), ('POS', 0.05077750705043067)])
431-PR-00126.txt: ([('NEG', 0.3516832453222448), ('NEU', 0.5811867531719715), ('POS', 0.06713000150578367)])
431-PR-00175.txt: ([('NEG', 0.8526907987835063), ('NEU', 0.14730920121649366), ('POS', 0.0)])
431-PR-00177.txt: ([('NEG', 0.6323141404660071), ('NEU', 0.3545761187146929), ('POS', 0.013109740819300001)])
431-PR-00266.txt: ([('NEG', 0.5814672157138184), ('NEU', 0.394829772845059), ('POS', 0.023703011441122527)])
431-PR-00481.txt: ([('NEG', 0.59403981792916), ('NEU', 0.3867203121601446), ('POS', 0.019239869910695404)])
431-PR-00607.txt: ([('NEG', 0.5836552332106767), ('NEU', 0.40813692305230814), ('POS', 0.008207843737015092)])
431-PR-02406.txt: ([('NEG', 0.6625891844703305), ('NEU', 0.33741081552966945), ('POS', 0.0)])
431-PR-02412.txt: ([('NEG', 0.740471557346728), ('NEU', 0.24229149757330182), ('POS', 0.017236945079970194)])
431-PR-02512.txt: ([('NEG', 0.5894651418746492), ('NEU', 0.39309509979525925), ('POS', 0.017439758330091593)])
431-PR-02520.txt: ([('NEG', 0.6002532840375316), ('NEU', 0.38234655233661413), ('POS', 0.01740016362585425)])
431-PR-02521.txt: ([('NEG', 0.7235576945413168), ('NEU', 0.2764423054586832), ('POS', 0.0)])
432-AA-00001.txt: ([('NEG', 0.5709967853564466), ('NEU', 0.38212994801260813), ('POS', 0.04687326663094531)])
432-VI-00432.txt: ([('NEG', 0.460106931335161), ('NEU', 0.48351801172183656), ('POS', 0.05637505694300241)])
433-PR-03218.txt: ([('NEG', 0.4144509307557298), ('NEU', 0.4594617373661575), ('POS', 0.12608733187811272)])
433-PR-03244.txt: ([('NEG', 0.5924006867939536), ('NEU', 0.38512716928669605), ('POS', 0.022472143919350363)])
433-VI-00001.txt: ([('NEG', 0.6218879449900052), ('NEU', 0.36171290335726536), ('POS', 0.016399151652729406)])
433-VI-00004.txt: ([('NEG', 0.4051365179534105), ('NEU', 0.5853783508312324), ('POS', 0.009485131215357167)])
434-VI-00006.txt: ([('NEG', 0.4735437004678526), ('NEU', 0.5095999040680834), ('POS', 0.016856395464063985)])
434-VI-00011.txt: ([('NEG', 0.4992535530829471), ('NEU', 0.46109548759245256), ('POS', 0.0396509593246003)])
434-VI-00012.txt: ([('NEG', 0.4935573978415223), ('NEU', 0.4784092090698679), ('POS', 0.028033393088609807)])
434-VI-00022.txt: ([('NEG', 0.5002400192605723), ('NEU', 0.4568697580812265), ('POS', 0.04289022265820121)])
436-VI-00001.txt: ([('NEG', 0.48246844425898877), ('NEU', 0.4476546853831509), ('POS', 0.06987687035786037)])
436-VI-00004.txt: ([('NEG', 0.5989607750790457), ('NEU', 0.38592985241296435), ('POS', 0.01510937250799)])
437-PR-00190.txt: ([('NEG', 0.5786192378763757), ('NEU', 0.3879985968340204), ('POS', 0.03338216528960393)])
439-CO-00285.txt: ([('NEG', 0.4399306441327384), ('NEU', 0.5018140267908192), ('POS', 0.05825532907644234)])
439-EE-00068.txt: ([('NEG', 0.4580177594945971), ('NEU', 0.5419822405054029), ('POS', 0.0)])
439-VI-00008.txt: ([('NEG', 0.40697556839167803), ('NEU', 0.542155642412934), ('POS', 0.05086878919538796)])
439-VI-00012.txt: ([('NEG', 0.4227693848742475), ('NEU', 0.5355204049525979), ('POS', 0.04171021017315461)])
439-VI-00022.txt: ([('NEG', 0.4816749504204567), ('NEU', 0.4889370553858633), ('POS', 0.02938799419368002)])
439-VI-00029.txt: ([('NEG', 0.5114684571650788), ('NEU', 0.47652121000129677), ('POS', 0.012010332833624345)])
439-VI-00042.txt: ([('NEG', 0.3637241383656512), ('NEU', 0.6107104210303504), ('POS', 0.025565440603998294)])
439-VI-00043.txt: ([('NEG', 0.46049971301041065), ('NEU', 0.5395002869895893), ('POS', 0.0)])
439-VI-00046.txt: ([('NEG', 0.37436086458562234), ('NEU', 0.5704434252394417), ('POS', 0.05519571017493598)])
440-PR-00940.txt: ([('NEG', 0.520298249309067), ('NEU', 0.42899600999167137), ('POS', 0.050705740699261564)])
440-VI-00008.txt: ([('NEG', 0.47143699626940294), ('NEU', 0.49793718037349377), ('POS', 0.0306258233571033)])
440-VI-00011.txt: ([('NEG', 0.4795882108170538), ('NEU', 0.5086655578525695), ('POS', 0.011746231330376696)])
440-VI-00013.txt: ([('NEG', 0.6118394800116476), ('NEU', 0.32860836442126173), ('POS', 0.059552155567090766)])
441-VI-00002.txt: ([('NEG', 0.44908024030931487), ('NEU', 0.5185256376549989), ('POS', 0.03239412203568623)])
441-VI-00004.txt: ([('NEG', 0.5826490495734495), ('NEU', 0.3573997814828901), ('POS', 0.05995116894366034)])
441-VI-00006.txt: ([('NEG', 0.5139347675562772), ('NEU', 0.41168518170677926), ('POS', 0.0743800507369436)])
441-VI-00017.txt: ([('NEG', 0.33736467630832484), ('NEU', 0.5567374559926923), ('POS', 0.1058978676989828)])
441-VI-00018.txt: ([('NEG', 0.4455814742488741), ('NEU', 0.5544185257511258), ('POS', 0.0)])
441-VI-00019.txt: ([('NEG', 0.5222356459914197), ('NEU', 0.465502209090553), ('POS', 0.012262144918027344)])
442-PR-00078.txt: ([('NEG', 0.587140723000734), ('NEU', 0.37594521067440007), ('POS', 0.036914066324865845)])
442-PR-00448.txt: ([('NEG', 0.49224454208745716), ('NEU', 0.48334261091393527), ('POS', 0.0244128469986076)])
442-PR-00460.txt: ([('NEG', 0.610436276559627), ('NEU', 0.36969974104657516), ('POS', 0.019863982393797875)])
442-PR-02001.txt: ([('NEG', 0.5167267506914404), ('NEU', 0.46812217137597584), ('POS', 0.015151077932583853)])
442-PR-02129.txt: ([('NEG', 0.6149807419251188), ('NEU', 0.32615496718026893), ('POS', 0.058864290894612245)])
442-PR-03356.txt: ([('NEG', 0.3380922810647856), ('NEU', 0.5824677552783861), ('POS', 0.0794399636568283)])
444-CO-00179.txt: ([('NEG', 0.5706620553270275), ('NEU', 0.31682205383199213), ('POS', 0.11251589084098036)])
444-CO-00180.txt: ([('NEG', 0.5752623680399331), ('NEU', 0.3168299089781394), ('POS', 0.10790772298192751)])
445-VI-00002.txt: ([('NEG', 0.6459305935055158), ('NEU', 0.3540694064944841), ('POS', 0.0)])
445-VI-00005.txt: ([('NEG', 0.5550572480272886), ('NEU', 0.4449427519727114), ('POS', 0.0)])
447-VI-00001.txt: ([('NEG', 0.6257769207569034), ('NEU', 0.34575020929411465), ('POS', 0.02847286994898192)])
447-VI-00003.txt: ([('NEG', 0.593584363331332), ('NEU', 0.3825563118603904), ('POS', 0.023859324808277595)])
447-VI-00004.txt: ([('NEG', 0.6167882786291842), ('NEU', 0.3582522733831985), ('POS', 0.024959447987617348)])
447-VI-00005.txt: ([('NEG', 0.5850681899101825), ('NEU', 0.3949584892301309), ('POS', 0.019973320859686644)])
450-PR-03175.txt: ([('NEG', 0.5587565955455182), ('NEU', 0.430762598071738), ('POS', 0.010480806382743818)])
450-VI-00001.txt: ([('NEG', 0.4736648348700146), ('NEU', 0.46325239680273506), ('POS', 0.06308276832725036)])
452-VI-00002.txt: ([('NEG', 0.4563283960397594), ('NEU', 0.5247440916345831), ('POS', 0.01892751232565741)])
452-VI-00015.txt: ([('NEG', 0.4427631275692738), ('NEU', 0.4895005605616924), ('POS', 0.06773631186903387)])
452-VI-00016.txt: ([('NEG', 0.48847742554095586), ('NEU', 0.47758836756898077), ('POS', 0.03393420689006338)])
453-CO-00453.txt: ([('NEG', 0.5164866504247355), ('NEU', 0.4692487822814507), ('POS', 0.014264567293813772)])
453-PR-03161.txt: ([('NEG', 0.5362968650720493), ('NEU', 0.46370313492795073), ('POS', 0.0)])
453-VI-00021.txt: ([('NEG', 0.3470071337095599), ('NEU', 0.6177870963019163), ('POS', 0.03520576998852381)])
453-VI-00022.txt: ([('NEG', 0.34874553331264413), ('NEU', 0.6170076557574271), ('POS', 0.034246810929928755)])
453-VI-00023.txt: ([('NEG', 0.31363069203436833), ('NEU', 0.6111448986276093), ('POS', 0.07522440933802226)])
456-VI-00001.txt: ([('NEG', 0.6175443504224996), ('NEU', 0.32949431810691526), ('POS', 0.052961331470585106)])
457-AA-00001.txt: ([('NEG', 0.5322021379614343), ('NEU', 0.4633931556082913), ('POS', 0.004404706430274307)])
457-AA-00002.txt: ([('NEG', 0.4565256271113267), ('NEU', 0.5434743728886733), ('POS', 0.0)])
457-PR-00907.txt: ([('NEG', 0.38328713060809116), ('NEU', 0.6013256761363224), ('POS', 0.015387193255586488)])
457-VI-00004.txt: ([('NEG', 0.37671456196622816), ('NEU', 0.5877605081653703), ('POS', 0.03552492986840154)])
457-VI-00009.txt: ([('NEG', 0.47372807127877803), ('NEU', 0.5157950429969881), ('POS', 0.010476885724233824)])
457-VI-00020.txt: ([('NEG', 0.5877468139881497), ('NEU', 0.3819096112552717), ('POS', 0.030343574756578704)])
457-VI-00029.txt: ([('NEG', 0.3850871893696809), ('NEU', 0.6041200669339195), ('POS', 0.010792743696399602)])
457-VI-00035.txt: ([('NEG', 0.42850547566355807), ('NEU', 0.5428737591633206), ('POS', 0.028620765173121333)])
457-VI-00042.txt: ([('NEG', 0.2631798143077888), ('NEU', 0.7368201856922112), ('POS', 0.0)])
457-VI-00044.txt: ([('NEG', 0.310187944970036), ('NEU', 0.689812055029964), ('POS', 0.0)])
457-VI-00050.txt: ([('NEG', 0.4975884800829071), ('NEU', 0.46940632389011633), ('POS', 0.03300519602697658)])
461-PR-00326.txt: ([('NEG', 0.5712322981281626), ('NEU', 0.3978888991551215), ('POS', 0.03087880271671601)])
461-VI-00002.txt: ([('NEG', 0.5297788662471401), ('NEU', 0.45343860643362227), ('POS', 0.01678252731923764)])
461-VI-00003.txt: ([('NEG', 0.48524874412042035), ('NEU', 0.5059855941192557), ('POS', 0.008765661760323977)])
461-VI-00008.txt: ([('NEG', 0.45227894891924436), ('NEU', 0.5288902784618336), ('POS', 0.01883077261892207)])
461-VI-00021.txt: ([('NEG', 0.5303044765340249), ('NEU', 0.44103143019616486), ('POS', 0.028664093269810193)])
461-VI-00023.txt: ([('NEG', 0.47191111718599205), ('NEU', 0.5174983886179614), ('POS', 0.01059049419604658)])
461-VI-00034.txt: ([('NEG', 0.3893529065543635), ('NEU', 0.5810779020783656), ('POS', 0.02956919136727083)])
462-HV-00046.txt: ([('NEG', 0.6536723342184941), ('NEU', 0.3196310441994473), ('POS', 0.026696621582058582)])
462-VI-00013.txt: ([('NEG', 0.5207311413802114), ('NEU', 0.469168751218395), ('POS', 0.010100107401393608)])
462-VI-00036.txt: ([('NEG', 0.409056086783904), ('NEU', 0.590943913216096), ('POS', 0.0)])
462-VI-00049.txt: ([('NEG', 0.4263272378306972), ('NEU', 0.5324054641061002), ('POS', 0.04126729806320257)])
463-VI-00005.txt: ([('NEG', 0.2813563117849619), ('NEU', 0.7186436882150381), ('POS', 0.0)])
464-VI-00001.txt: ([('NEG', 0.5789264214270273), ('NEU', 0.39298030295574243), ('POS', 0.02809327561723029)])
464-VI-00003.txt: ([('NEG', 0.5758974230164827), ('NEU', 0.3979923824225988), ('POS', 0.026110194560918395)])
464-VI-00008.txt: ([('NEG', 0.6375383624309258), ('NEU', 0.34534291698217784), ('POS', 0.01711872058689634)])
464-VI-00009.txt: ([('NEG', 0.33218523321512033), ('NEU', 0.5221839105430167), ('POS', 0.14563085624186295)])
464-VI-00011.txt: ([('NEG', 0.35835330513257296), ('NEU', 0.5858156889841757), ('POS', 0.05583100588325133)])
465-VI-00001.txt: ([('NEG', 0.41118876585029707), ('NEU', 0.5335774557088598), ('POS', 0.05523377844084317)])
468-VI-00001.txt: ([('NEG', 0.6738793454266636), ('NEU', 0.29007016411606146), ('POS', 0.03605049045727494)])
468-VI-00002.txt: ([('NEG', 0.4733238811371771), ('NEU', 0.45265913004088015), ('POS', 0.07401698882194276)])
468-VI-00003.txt: ([('NEG', 0.6378044146465197), ('NEU', 0.33564702820132364), ('POS', 0.02654855715215665)])
468-VI-00005.txt: ([('NEG', 0.753519506794643), ('NEU', 0.23545983528230627), ('POS', 0.011020657923050793)])
469-VI-00001.txt: ([('NEG', 0.5220425350908913), ('NEU', 0.42312213489585204), ('POS', 0.05483533001325664)])
469-VI-00002.txt: ([('NEG', 0.5386815287402421), ('NEU', 0.40302896700574403), ('POS', 0.05828950425401383)])
469-VI-00004.txt: ([('NEG', 0.47495735141971973), ('NEU', 0.46219355925738964), ('POS', 0.06284908932289063)])
469-VI-00013.txt: ([('NEG', 0.582560666865947), ('NEU', 0.3650856372877418), ('POS', 0.05235369584631125)])
469-VI-00014.txt: ([('NEG', 0.49394087371274953), ('NEU', 0.4613469369542112), ('POS', 0.04471218933303927)])
474-PR-00214.txt: ([('NEG', 0.6389469326134929), ('NEU', 0.3299697135007093), ('POS', 0.03108335388579782)])
474-PR-00420.txt: ([('NEG', 0.44570326887165185), ('NEU', 0.4831433857183143), ('POS', 0.0711533454100339)])
474-PR-02110.txt: ([('NEG', 0.2672601248496546), ('NEU', 0.7037545385143068), ('POS', 0.02898533663603864)])
475-VI-00003.txt: ([('NEG', 0.5246938503527163), ('NEU', 0.38660552051237856), ('POS', 0.08870062913490517)])
475-VI-00004.txt: ([('NEG', 0.6013293937003259), ('NEU', 0.35826820740694665), ('POS', 0.040402398892727474)])
475-VI-00005.txt: ([('NEG', 0.3538383684894361), ('NEU', 0.5889352787543506), ('POS', 0.057226352756213225)])
475-VI-00006.txt: ([('NEG', 0.4522402871823992), ('NEU', 0.4811951136759321), ('POS', 0.06656459914166866)])
475-VI-00007.txt: ([('NEG', 0.35511308513900663), ('NEU', 0.5419129101887166), ('POS', 0.10297400467227678)])
476-VI-00002.txt: ([('NEG', 0.4709896277325035), ('NEU', 0.49078217637529936), ('POS', 0.03822819589219713)])
477-AA-00001.txt: ([('NEG', 0.4219618035143651), ('NEU', 0.5711205734590623), ('POS', 0.006917623026572633)])
477-AA-00002.txt: ([('NEG', 0.27508472024522), ('NEU', 0.7082332496972442), ('POS', 0.016682030057535713)])
477-PR-03376.txt: ([('NEG', 0.7935476658665275), ('NEU', 0.19583818768256103), ('POS', 0.0106141464509115)])
477-PR-03378.txt: ([('NEG', 0.48390735849294103), ('NEU', 0.5064645446541187), ('POS', 0.009628096852940232)])
478-VI-00001.txt: ([('NEG', 0.7165439522048923), ('NEU', 0.27063487896394645), ('POS', 0.012821168831161316)])
480-PR-00260.txt: ([('NEG', 0.6242494992820805), ('NEU', 0.3705196456199128), ('POS', 0.005230855098006678)])
481-VI-00001.txt: ([('NEG', 0.4470333069013327), ('NEU', 0.5333219515192036), ('POS', 0.019644741579463686)])
481-VI-00004.txt: ([('NEG', 0.387584452599607), ('NEU', 0.6124155474003931), ('POS', 0.0)])
483-PR-00222.txt: ([('NEG', 0.3978143217602401), ('NEU', 0.4996401986964328), ('POS', 0.1025454795433271)])
483-PR-00246.txt: ([('NEG', 0.457237679311026), ('NEU', 0.5143768168959149), ('POS', 0.028385503793059222)])
484-PR-02203.txt: ([('NEG', 0.6629121401027782), ('NEU', 0.2889059539852463), ('POS', 0.04818190591197543)])
488-VI-00001.txt: ([('NEG', 0.4964074652413487), ('NEU', 0.4856037671285399), ('POS', 0.017988767630111393)])
488-VI-00003.txt: ([('NEG', 0.7325842238102164), ('NEU', 0.2511054965185624), ('POS', 0.016310279671221263)])
489-VI-00001.txt: ([('NEG', 0.6957521295202835), ('NEU', 0.26893147548158336), ('POS', 0.03531639499813314)])
491-EE-00041.txt: ([('NEG', 0.6075860093724379), ('NEU', 0.38803584258330176), ('POS', 0.004378148044260387)])
491-EE-00042.txt: ([('NEG', 0.525955526062749), ('NEU', 0.4587654103648347), ('POS', 0.015279063572416244)])
494-VI-00001.txt: ([('NEG', 0.4292336412501685), ('NEU', 0.4926493825714612), ('POS', 0.07811697617837036)])
494-VI-00002.txt: ([('NEG', 0.4290854489342314), ('NEU', 0.5216766195498352), ('POS', 0.04923793151593337)])
511-PR-00268.txt: ([('NEG', 0.4486144057568994), ('NEU', 0.5456971625931432), ('POS', 0.0056884316499574835)])
511-VI-00002.txt: ([('NEG', 0.46047542325222346), ('NEU', 0.441900340310506), ('POS', 0.09762423643727053)])
511-VI-00009.txt: ([('NEG', 0.546336925833115), ('NEU', 0.4217623592696273), ('POS', 0.03190071489725769)])
511-VI-00012.txt: ([('NEG', 0.3331156861835389), ('NEU', 0.6108094922436615), ('POS', 0.05607482157279953)])
511-VI-00015.txt: ([('NEG', 0.4674324697750543), ('NEU', 0.4425466892932291), ('POS', 0.09002084093171661)])
511-VI-00018.txt: ([('NEG', 0.4106320439666466), ('NEU', 0.5719867421590883), ('POS', 0.01738121387426513)])
511-VI-00021.txt: ([('NEG', 0.2997191844013975), ('NEU', 0.5842113448275656), ('POS', 0.11606947077103683)])
514-VI-00004.txt: ([('NEG', 0.47468088155153526), ('NEU', 0.49342422313016726), ('POS', 0.03189489531829749)])
514-VI-00005.txt: ([('NEG', 0.44893635533182646), ('NEU', 0.4972606633086875), ('POS', 0.053802981359486)])
514-VI-00009.txt: ([('NEG', 0.45791733407907315), ('NEU', 0.46817613666898766), ('POS', 0.07390652925193918)])
514-VI-00010.txt: ([('NEG', 0.5329561949001335), ('NEU', 0.37982265411436983), ('POS', 0.08722115098549675)])
514-VI-00011.txt: ([('NEG', 0.5223542723115552), ('NEU', 0.435060905553872), ('POS', 0.04258482213457284)])
517-AA-00001.txt: ([('NEG', 0.49827492703097287), ('NEU', 0.4890139248732428), ('POS', 0.01271114809578432)])
517-VI-00007.txt: ([('NEG', 0.5587056120565215), ('NEU', 0.3763046299325247), ('POS', 0.06498975801095379)])
518-VI-00001.txt: ([('NEG', 0.40282896848185284), ('NEU', 0.5386524997161873), ('POS', 0.05851853180195983)])
520-VI-00001.txt: ([('NEG', 0.5105006031125323), ('NEU', 0.44847872336552413), ('POS', 0.04102067352194359)])
520-VI-00005.txt: ([('NEG', 0.6964637744045891), ('NEU', 0.2736769912043239), ('POS', 0.02985923439108706)])
520-VI-00007.txt: ([('NEG', 0.4433318711849633), ('NEU', 0.4480383408257589), ('POS', 0.10862978798927782)])
520-VI-00008.txt: ([('NEG', 0.477814195928539), ('NEU', 0.466008828018393), ('POS', 0.056176976053068005)])
